;;Acuan Pencarian;;ditampilkan;;;;;;;;;;;;;;;
Supplier;Name;Order;Supplier;Internal Reference;Item Number;Description;Description2;Quantity Ordered;Unit of Measure; PO Cost ;Currency;Taxable;Tax Class;Tax Rate;Receipt Date;External Reference;Transaction Date;Receipt Quantity;Receipt_Price
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC231250;AHM-FS017-LO;SHAFT REDUCTION GEAR;28132-KPH -9002;6.000,00;PC;59;IDR;No;PPN;12,00%;17/07/2025;250705 G;17/07/2025;600;35.472,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC231250;AHM-FS018-LO;SHAFT REDUCTION GEAR;28132-KGH-9100;6.000,10;PC;48;IDR;No;PPN;12,00%;17/07/2025;250705 G;17/07/2025;1.200,00;57.024,00
SCJP0003;BENGKEL RIDHO;SC250394;SCJP0003;RC231252;AHM-FS006-LO;SHAFT GEAR SHIFT FORK;24241-KPH-9002;6.000,00;PC;63;IDR;No;PPN;12,00%;17/07/2025;250705 G;17/07/2025;2.000,00;126.720,00
SCJP0003;BENGKEL RIDHO;SC250394;SCJP0003;RC231252;AHM-FS018-LO;SHAFT REDUCTION GEAR;28132-KGH-9100;6.000,00;PC;48;IDR;No;PPN;12,00%;17/07/2025;250705 G;17/07/2025;1.800,00;85.536,00
SCJP0003;BENGKEL RIDHO;SC250262;SCJP0003;RC231262;AHM-FC133-LO;COLLAR CAM CHAINTENSIONE;14531-KYZ -9000;8.000,00;PC;51;IDR;No;PPN;12,00%;17/07/2025;250705 I;17/07/2025;2.000,00;101.440,00
SCJP0003;BENGKEL RIDHO;SC250262;SCJP0003;RC231262;AHM-FP086-3-LO;PIN, KNOCK 6 MM;22830-K41 -N002;8.000,00;PC;209;IDR;No;PPN;12,00%;17/07/2025;250705 I;17/07/2025;4.000,00;836.080,00
SCJP0003;BENGKEL RIDHO;SC250262;SCJP0003;RC231262;TYT-FC118-LO;COLLAR;90387-T0024;1.200,00;PC;91;IDR;No;PPN;12,00%;17/07/2025;250705 I;17/07/2025;1.000,00;91.200,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC231264;TYT-FH028-LO;HOL,CAB MOU CUSHION NO.2;52219-0K010;21.000,00;PC;124;IDR;No;PPN;12,00%;17/07/2025;250705 H;17/07/2025;2.300,00;284.832,00
SCJP0003;BENGKEL RIDHO;SC250262;SCJP0003;RC231263;AHM-FC188-LO;COLLAR START REDUCTION;28133-KRM -8501;15.000,00;PC;55;IDR;No;PPN;12,00%;17/07/2025;250705 H;17/07/2025;2.000,00;109.820,00
SCJP0003;BENGKEL RIDHO;SC250262;SCJP0003;RC231263;TYT-FH027-LO;HOL,CAB MOU CUSHION NO.1;52218-0K010;15.000,00;PC;124;IDR;No;PPN;12,00%;17/07/2025;250705 H;17/07/2025;700;86.688,00
SCJP0003;BENGKEL RIDHO;SC250262;SCJP0003;RC231263;TYT-FH040-LO;HOL,CAB MOU CUSHION NO.2;52219-KK010;12.000,00;PC;124;IDR;No;PPN;12,00%;17/07/2025;250705 H;17/07/2025;800;99.072,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC231368;RC147-O;BUSH, M STAND;11205-K0J -N000-H1;331.000,00;PC;97;IDR;No;PPN;12,00%;21/07/2025;250706 F;21/07/2025;16.000,00;1.552.000,00
SCJP0003;BENGKEL RIDHO;SC250394;SCJP0003;RC231369;RC147-O;BUSH, M STAND;11205-K0J -N000-H1;373.000,00;PC;97;IDR;No;PPN;12,00%;21/07/2025;250706 F;21/07/2025;12.000,00;1.164.000,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC231396;KYB-FS046-O;STOPPER;12201-01809-;158.000,00;PC;17;IDR;No;PPN;12,00%;21/07/2025;250706 B;21/07/2025;12.000,00;204.000,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC231398;AHM-FC133-LO;COLLAR CAM CHAINTENSIONE;14531-KYZ -9000;8.000,00;PC;51;IDR;No;PPN;12,00%;21/07/2025;250706 I;21/07/2025;4.000,00;202.880,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC231397;AHM-FJ001-O;JOINT B BRAKE ARM;95015-32001;60.000,00;PC;188;IDR;No;PPN;12,00%;21/07/2025;250706 A;21/07/2025;6.000,00;1.128.000,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC231397;AHM-FP073-O;PIN A PILLION STEP 103;95015-81000;70.000,00;PC;89;IDR;No;PPN;12,00%;21/07/2025;250706 A;21/07/2025;12.000,00;1.068.000,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC231399;TYT-FH027-LO;HOL,CAB MOU CUSHION NO.1;52218-0K010;15.000,00;PC;124;IDR;No;PPN;12,00%;21/07/2025;250706 H;21/07/2025;2.200,00;272.448,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC231399;TYT-FH028-LO;HOL,CAB MOU CUSHION NO.2;52219-0K010;21.000,00;PC;124;IDR;No;PPN;12,00%;21/07/2025;250706 H;21/07/2025;2.800,00;346.752,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC231399;TYT-FH040-LO;HOL,CAB MOU CUSHION NO.2;52219-KK010;12.000,00;PC;124;IDR;No;PPN;12,00%;21/07/2025;250706 H;21/07/2025;400;49.536,00
SCJP0003;BENGKEL RIDHO;SC250394;SCJP0003;RC231400;AHM-FS018-LO;SHAFT REDUCTION GEAR;28132-KGH-9100;6.000,00;PC;48;IDR;No;PPN;12,00%;21/07/2025;250706 G;21/07/2025;4.200,00;199.584,00
SCJP0003;BENGKEL RIDHO;SC250262;SCJP0003;RC231401;AHM-FS018-LO;SHAFT REDUCTION GEAR;28132-KGH-9100;6.000,00;PC;48;IDR;No;PPN;12,00%;21/07/2025;250706 G;21/07/2025;600;28.512,00
SCJP0003;BENGKEL RIDHO;LK251878;SCJP0003;RC231402;RC151;GUIDE CLMP COMP BRK HOSE;43150-K1ZN-N401;80.000,00;PC;349;IDR;No;PPN;12,00%;21/07/2025;250706E;21/07/2025;3.500,00;1.222.200,00
SCJP0003;BENGKEL RIDHO;LK251878;SCJP0003;RC231403;RC132;KAWAT GUIDE; CLAMPER A BRAKE HOSE;150.000,00;PC;294;IDR;No;PPN;12,00%;21/07/2025;250706C;21/07/2025;19.250,00;5.659.500,00
SCJP0003;BENGKEL RIDHO;SC250202;SCJP0003;RC231404;DNP-FC150-1-O;COLLAR 6,2 X 20 (RING);90502-KPH-9000-C1;10.000,00;PC;23;IDR;No;PPN;12,00%;21/07/2025;250706D;21/07/2025;6.000,00;138.000,00
SCJP0003;BENGKEL RIDHO;SC250202;SCJP0003;RC231404;DNP-FC150-2-O;COLLAR 6,2X20 (PIPA);90502-KPH-9000-C1;10.000,00;PC;40;IDR;No;PPN;12,00%;21/07/2025;250706D;21/07/2025;6.000,00;240.000,00
SCJP0003;BENGKEL RIDHO;LK251878;SCJP0003;RC231554;RC151;GUIDE CLMP COMP BRK HOSE;43150-K1ZN-N401;80.000,00;PC;349;IDR;No;PPN;12,00%;23/07/2025;250707 A;23/07/2025;5.000,00;1.746.000,00
SCJP0003;BENGKEL RIDHO;SC250202;SCJP0003;RC231555;DNP-FC150-1-O;COLLAR 6,2 X 20 (RING);90502-KPH-9000-C1;10.000,00;PC;23;IDR;No;PPN;12,00%;23/07/2025;250707 B;23/07/2025;4.000,00;92.000,00
SCJP0003;BENGKEL RIDHO;SC250202;SCJP0003;RC231555;DNP-FC150-2-O;COLLAR 6,2X20 (PIPA);90502-KPH-9000-C1;10.000,00;PC;40;IDR;No;PPN;12,00%;23/07/2025;250707 B;23/07/2025;4.000,00;160.000,00
SCJP0003;BENGKEL RIDHO;LK251878;SCJP0003;RC231609;RC132;KAWAT GUIDE; CLAMPER A BRAKE HOSE;150.000,00;PC;294;IDR;No;PPN;12,00%;24/07/2025;250708 C;24/07/2025;18.250,00;5.365.500,00
SCJP0003;BENGKEL RIDHO;LK251878;SCJP0003;RC231610;RC151;GUIDE CLMP COMP BRK HOSE;43150-K1ZN-N401;80.000,00;PC;349;IDR;No;PPN;12,00%;24/07/2025;250708 E;24/07/2025;5.000,00;1.746.000,00
SCJP0003;BENGKEL RIDHO;SC250262;SCJP0003;RC231611;DNP-FC150-1-O;COLLAR 6,2 X 20 (RING);90502-KPH-9000-C1;10.000,00;PC;23;IDR;No;PPN;12,00%;24/07/2025;250708 D;24/07/2025;3.000,00;69.000,00
SCJP0003;BENGKEL RIDHO;SC250262;SCJP0003;RC231611;DNP-FC150-2-O;COLLAR 6,2X20 (PIPA);90502-KPH-9000-C1;10.000,00;PC;40;IDR;No;PPN;12,00%;24/07/2025;250708 D;24/07/2025;3.000,00;120.000,00
SCJP0003;BENGKEL RIDHO;SC250394;SCJP0003;RC231613;RC147-O;BUSH, M STAND;11205-K0J -N000-H1;373.000,00;PC;97;IDR;No;PPN;12,00%;24/07/2025;250708 F;24/07/2025;28.000,00;2.716.000,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC231651;TYT-FH028-LO;HOL,CAB MOU CUSHION NO.2;52219-0K010;21.000,00;PC;124;IDR;No;PPN;12,00%;24/07/2025;250708 J;24/07/2025;100;12.384,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC231653;AHM-FC133-LO;COLLAR CAM CHAINTENSIONE;14531-KYZ -9000;8.000,00;PC;51;IDR;No;PPN;12,00%;24/07/2025;250708 I;24/07/2025;2.000,00;101.440,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC231654;KYB-FS046-O;STOPPER;12201-01809-;158.000,00;PC;17;IDR;No;PPN;12,00%;24/07/2025;250708 B;24/07/2025;10.000,00;170.000,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC231656;AHM-FJ001-O;JOINT B BRAKE ARM;95015-32001;60.000,00;PC;188;IDR;No;PPN;12,00%;24/07/2025;250708 A;24/07/2025;8.000,00;1.504.000,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC231656;AHM-FP073-O;PIN A PILLION STEP 103;95015-81000;70.000,00;PC;89;IDR;No;PPN;12,00%;24/07/2025;250708 A;24/07/2025;7.500,00;667.500,00
SCJP0003;BENGKEL RIDHO;SC250262;SCJP0003;RC231658;AHM-FS018-LO;SHAFT REDUCTION GEAR;28132-KGH-9100;6.000,00;PC;48;IDR;No;PPN;12,00%;24/07/2025;250708 G;24/07/2025;1.200,00;57.024,00
SCJP0003;BENGKEL RIDHO;SC250394;SCJP0003;RC231659;AHM-FS006-LO;SHAFT GEAR SHIFT FORK;24241-KPH-9002;6.000,00;PC;63;IDR;No;PPN;12,00%;24/07/2025;250708 G;24/07/2025;400;25.344,00
SCJP0003;BENGKEL RIDHO;SC250262;SCJP0003;RC231662;TYT-FH040-LO;HOL,CAB MOU CUSHION NO.2;52219-KK010;12.000,00;PC;124;IDR;No;PPN;12,00%;24/07/2025;250708 H;24/07/2025;1.800,00;222.912,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC231664;TYT-FH027-LO;HOL,CAB MOU CUSHION NO.1;52218-0K010;15.000,00;PC;124;IDR;No;PPN;12,00%;24/07/2025;250708 H;24/07/2025;2.400,00;297.216,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC231664;TYT-FH028-LO;HOL,CAB MOU CUSHION NO.2;52219-0K010;21.000,00;PC;124;IDR;No;PPN;12,00%;24/07/2025;250708 H;24/07/2025;2.900,00;359.136,00
SCJP0003;BENGKEL RIDHO;LK252247;SCJP0003;RC231781;RC151;GUIDE CLMP COMP BRK HOSE;43150-K1ZN-N401;30.000,00;PC;349;IDR;No;PPN;12,00%;28/07/2025;250709 F;28/07/2025;15.000,00;5.238.000,00
SCJP0003;BENGKEL RIDHO;LK252247;SCJP0003;RC231782;RC132;KAWAT GUIDE; CLAMPER A BRAKE HOSE;120.000,00;PC;294;IDR;No;PPN;12,00%;28/07/2025;250709 C;28/07/2025;10.000,00;2.940.000,00
SCJP0003;BENGKEL RIDHO;SC250129;SCJP0003;RC231783;KYB-FW001-O;WASHER;12201-01010-OZ2;20.000,00;PC;29;IDR;No;PPN;12,00%;28/07/2025;250709 E;28/07/2025;3.000,00;87.000,00
SCJP0003;BENGKEL RIDHO;SC250394;SCJP0003;RC231784;RC147-O;BUSH, M STAND;11205-K0J -N000-H1;373.000,00;PC;97;IDR;No;PPN;12,00%;28/07/2025;250709 G;28/07/2025;56.000,00;5.432.000,00
SCJP0003;BENGKEL RIDHO;SC250394;SCJP0003;RC231798;AHM-FJ001-O;JOINT B BRAKE ARM;95015-32001;66.000,00;PC;188;IDR;No;PPN;12,00%;28/07/2025;250709 A;28/07/2025;8.000,00;1.504.000,00
SCJP0003;BENGKEL RIDHO;SC250394;SCJP0003;RC231798;AHM-FP073-O;PIN A PILLION STEP 103;95015-81000;84.000,00;PC;89;IDR;No;PPN;12,00%;28/07/2025;250709 A;28/07/2025;12.000,00;1.068.000,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC231799;KYB-FS046-O;STOPPER;12201-01809-;158.000,00;PC;17;IDR;No;PPN;12,00%;28/07/2025;250709 B;28/07/2025;12.000,00;204.000,00
SCJP0003;BENGKEL RIDHO;SC250394;SCJP0003;RC231800;AHM-FD017-LO;PIN DOWEL 6 X 10;94302-06100;12.000,00;PC;63;IDR;No;PPN;12,00%;28/07/2025;250709 H;28/07/2025;2.000,00;126.720,00
SCJP0003;BENGKEL RIDHO;SC250394;SCJP0003;RC231800;AHM-FS006-LO;SHAFT GEAR SHIFT FORK;24241-KPH-9002;6.000,00;PC;63;IDR;No;PPN;12,00%;28/07/2025;250709 H;28/07/2025;600;38.016,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC231801;TYT-FH027-LO;HOL,CAB MOU CUSHION NO.1;52218-0K010;15.000,00;PC;124;IDR;No;PPN;12,00%;28/07/2025;250709 I;28/07/2025;1.400,00;173.376,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC231801;TYT-FH028-LO;HOL,CAB MOU CUSHION NO.2;52219-0K010;21.000,00;PC;124;IDR;No;PPN;12,00%;28/07/2025;250709 I;28/07/2025;2.000,00;247.680,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC231801;TYT-FH040-LO;HOL,CAB MOU CUSHION NO.2;52219-KK010;12.000,00;PC;124;IDR;No;PPN;12,00%;28/07/2025;250709 I;28/07/2025;1.000,00;123.840,00
SCJP0003;BENGKEL RIDHO;LK251878;SCJP0003;RC232042;RC132;KAWAT GUIDE; CLAMPER A BRAKE HOSE;150.000,00;PC;294;IDR;No;PPN;12,00%;31/07/2025;250710 c;31/07/2025;12.250,00;3.601.500,00
SCJP0003;BENGKEL RIDHO;LK252247;SCJP0003;RC232043;RC132;KAWAT GUIDE; CLAMPER A BRAKE HOSE;120.000,00;PC;294;IDR;No;PPN;12,00%;31/07/2025;250710 c;31/07/2025;4.750,00;1.396.500,00
SCJP0003;BENGKEL RIDHO;LK252247;SCJP0003;RC232044;RC151;GUIDE CLMP COMP BRK HOSE;43150-K1ZN-N401;30.000,00;PC;349;IDR;No;PPN;12,00%;31/07/2025;250710 E;31/07/2025;9.500,00;3.317.400,00
SCJP0003;BENGKEL RIDHO;SC250394;SCJP0003;RC232046;RC147-O;BUSH, M STAND;11205-K0J -N000-H1;373.000,00;PC;97;IDR;No;PPN;12,00%;31/07/2025;250710 F;31/07/2025;28.000,00;2.716.000,00
SCJP0003;BENGKEL RIDHO;SC250394;SCJP0003;RC232045;AHM-FC193-1-O;PIPA COLLAR HORN SET;#0,8�0,08 X 52�0,5 X1219;18.000,00;PC;36;IDR;No;PPN;12,00%;31/07/2025;250710 D;31/07/2025;4.000,00;144.000,00
SCJP0003;BENGKEL RIDHO;SC250394;SCJP0003;RC232045;KYB-FW001-O;WASHER;12201-01010-OZ2;16.000,00;PC;29;IDR;No;PPN;12,00%;31/07/2025;250710 D;31/07/2025;5.000,00;145.000,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC232060;KYB-FS046-O;STOPPER;12201-01809-;158.000,00;PC;17;IDR;No;PPN;12,00%;31/07/2025;250710 B;31/07/2025;5.000,00;85.000,00
SCJP0003;BENGKEL RIDHO;SC250462;SCJP0003;RC232062;AHM-FS006-LO;SHAFT GEAR SHIFT FORK;24241-KPH-9002;6.000,00;PC;63;IDR;No;PPN;12,00%;31/07/2025;250710 G;31/07/2025;200;12.672,00
SCJP0003;BENGKEL RIDHO;SC250394;SCJP0003;RC232061;AHM-FJ001-O;JOINT B BRAKE ARM;95015-32001;66.000,00;PC;188;IDR;No;PPN;12,00%;31/07/2025;250710 A;31/07/2025;6.000,00;1.128.000,00
SCJP0003;BENGKEL RIDHO;SC250394;SCJP0003;RC232061;AHM-FP073-O;PIN A PILLION STEP 103;95015-81000;84.000,00;PC;89;IDR;No;PPN;12,00%;31/07/2025;250710 A;31/07/2025;9.000,00;801.000,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC232063;AHM-FD017-LO;PIN DOWEL 6 X 10;94302-06100;28.000,00;PC;63;IDR;No;PPN;12,00%;31/07/2025;250710 G;31/07/2025;2.000,00;126.720,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC232064;AHM-FP086-3-LO;PIN, KNOCK 6 MM;22830-K41 -N002;8.000,00;PC;209;IDR;No;PPN;12,00%;31/07/2025;250710 I;31/07/2025;2.000,00;418.040,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC232065;CN2-FR015-LO;ROD SHIFT;49047-1058LO;2.800,00;PC;77;IDR;No;PPN;12,00%;31/07/2025;250710 J;31/07/2025;1.400,00;107.520,00
SCJP0003;BENGKEL RIDHO;SC250394;SCJP0003;RC232066;CN2-FR015-LO;ROD SHIFT;49047-1058LO;2.600,00;PC;77;IDR;No;PPN;12,00%;31/07/2025;250710 J;31/07/2025;200;15.360,00
SCJP0003;BENGKEL RIDHO;SC250344;SCJP0003;RC232068;TYT-FH028-LO;HOL,CAB MOU CUSHION NO.2;52219-0K010;21.000,00;PC;124;IDR;No;PPN;12,00%;31/07/2025;250710 H;31/07/2025;2.000,00;247.680,00
SCJP0003;BENGKEL RIDHO;SC250262;SCJP0003;RC232067;TYT-FH027-LO;HOL,CAB MOU CUSHION NO.1;52218-0K010;15.000,00;PC;124;IDR;No;PPN;12,00%;31/07/2025;250710 H;31/07/2025;1.400,00;173.376,00
SCJP0003;BENGKEL RIDHO;SC250262;SCJP0003;RC232067;TYT-FH040-LO;HOL,CAB MOU CUSHION NO.2;52219-KK010;12.000,00;PC;124;IDR;No;PPN;12,00%;31/07/2025;250710 H;31/07/2025;500;61.920,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250217;SCJP0011;RC230162;HMI-FB079-O;BRACKET S/A HOSE JOINT;S4707-E0310-00;48;PC;3.014;IDR;Yes;PPN;12,00%;01/07/2025;59937;01/07/2025;24;72.336,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250217;SCJP0011;RC230162;KBT-FB016-1-O;BOLT, ENGINE HOOK;1T021-01761;4.200,00;PC;617;IDR;Yes;PPN;12,00%;01/07/2025;59937;01/07/2025;600;370.200,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250217;SCJP0011;RC230162;SIM-FE004-O;END PLATE;HGE22-351-00-IN;15.000,00;PC;151;IDR;Yes;PPN;12,00%;01/07/2025;59937;01/07/2025;600;90.600,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250354;SCJP0011;RC230163;AHM-FF005-O;FIN, DRIVE FACE;22113-KVY-9000;3.000,00;PC;1.781;IDR;Yes;PPN;12,00%;01/07/2025;59936;01/07/2025;150;267.150,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250354;SCJP0011;RC230163;AHM-FJ001-O2;JOINT B BRAKE ARM;95015-32001;60.000,00;PC;52;IDR;Yes;PPN;12,00%;01/07/2025;59936;01/07/2025;6.000,00;312.000,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250354;SCJP0011;RC230163;SIM-FS036-O;SPRING SEAT STOPPER;HKC12-395-00-IN;11.500,00;PC;215;IDR;Yes;PPN;12,00%;01/07/2025;59936;01/07/2025;300;64.500,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250217;SCJP0011;RC230241;SIM-FE004-O;END PLATE;HGE22-351-00-IN;15.000,00;PC;151;IDR;Yes;PPN;12,00%;02/07/2025;59962;02/07/2025;600;90.600,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250406;SCJP0011;RC230347;AHM-FC196-O;COLLAR FRONT FENDER KPH;81312-KPH -9002;4.000,00;PC;12;IDR;Yes;PPN;12,00%;03/07/2025;60022;03/07/2025;4.000,00;46.000,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250354;SCJP0011;RC230346;AHM-FJ001-O2;JOINT B BRAKE ARM;95015-32001;60.000,00;PC;52;IDR;Yes;PPN;12,00%;03/07/2025;60023;03/07/2025;6.000,00;312.000,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250354;SCJP0011;RC230346;DEN-FD010-O;DRAIN BOLT;W080201104;500;PC;345;IDR;Yes;PPN;12,00%;03/07/2025;60023;03/07/2025;150;51.750,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250354;SCJP0011;RC230346;DEN-FO001-O;OIL DRAIN PIPE;W1502025004C;200;PC;378;IDR;Yes;PPN;12,00%;03/07/2025;60023;03/07/2025;60;22.680,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250354;SCJP0011;RC230346;DNP-FC150-O;COLLAR 6,2 X 20;90502-KPH-9000-C1;10.000,00;PC;15;IDR;Yes;PPN;12,00%;03/07/2025;60023;03/07/2025;1.500,00;22.500,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250354;SCJP0011;RC230346;KBT-FB016-1-O;BOLT, ENGINE HOOK;1T021-01761;4.000,00;PC;617;IDR;Yes;PPN;12,00%;03/07/2025;60023;03/07/2025;400;246.800,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250354;SCJP0011;RC230346;KBT-FN003-O;NUT, CAP HOPPER;14783-92321;2.000,00;PC;83;IDR;Yes;PPN;12,00%;03/07/2025;60023;03/07/2025;1.000,00;83.000,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250413;SCJP0011;RC230440;AHM-FC196-O;COLLAR FRONT FENDER KPH;81312-KPH -9002;36.000,00;PC;12;IDR;Yes;PPN;12,00%;04/07/2025;60077;04/07/2025;6.000,00;69.000,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250354;SCJP0011;RC230444;AHM-FF006-O;FIN DRIVE FACE;22113-GFM -9701;1.800,00;PC;1.100;IDR;Yes;PPN;12,00%;04/07/2025;60069;04/07/2025;1.050,00;1.155.000,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250277;SCJP0011;RC230443;DEN-FD012-O;DRAIN JOINT A;DE2250001;200;PC;546;IDR;Yes;PPN;12,00%;04/07/2025;60075;04/07/2025;60;32.760,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250354;SCJP0011;RC230442;KBT-FB016-1-O;BOLT, ENGINE HOOK;1T021-01761;4.000,00;PC;617;IDR;Yes;PPN;12,00%;04/07/2025;60076;04/07/2025;600;370.200,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250354;SCJP0011;RC230442;SIM-FE004-O;END PLATE;HGE22-351-00-IN;9.000,00;PC;151;IDR;Yes;PPN;12,00%;04/07/2025;60076;04/07/2025;600;90.600,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250354;SCJP0011;RC230442;SIM-FS036-O;SPRING SEAT STOPPER;HKC12-395-00-IN;11.500,00;PC;215;IDR;Yes;PPN;12,00%;04/07/2025;60076;04/07/2025;1.200,00;258.000,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250354;SCJP0011;RC230442;SIM-FU017-O;UNDER JOINT COMP;S4032-136-00-IN;3.600,00;PC;396;IDR;Yes;PPN;12,00%;04/07/2025;60076;04/07/2025;100;39.600,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250277;SCJP0011;RC230443;KBT-FA009-2-O;PLATE ASSY CAP FUEL TANK;1T251-41031;6.800,00;PC;603;IDR;Yes;PPN;12,00%;04/07/2025;60075;04/07/2025;800;482.400,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250277;SCJP0011;RC230443;SIM-FU017-O;UNDER JOINT COMP;S4032-136-00-IN;2.400,00;PC;396;IDR;Yes;PPN;12,00%;04/07/2025;60075;04/07/2025;700;277.200,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250354;SCJP0011;RC230579;AHM-FF006-O;FIN DRIVE FACE;22113-GFM -9701;1.800,00;PC;1.100;IDR;Yes;PPN;12,00%;07/07/2025;60164;07/07/2025;150;165.000,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250354;SCJP0011;RC230579;KBT-FA009-3-O;LOCK ASSY CAP FUEL TANK;1T251-41031;4.000,00;PC;124;IDR;Yes;PPN;12,00%;07/07/2025;60164;07/07/2025;2.000,00;248.000,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250354;SCJP0011;RC230579;KBT-FB016-1-O;BOLT, ENGINE HOOK;1T021-01761;4.000,00;PC;617;IDR;Yes;PPN;12,00%;07/07/2025;60164;07/07/2025;400;246.800,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250354;SCJP0011;RC230579;SIM-FS036-O;SPRING SEAT STOPPER;HKC12-395-00-IN;11.500,00;PC;215;IDR;Yes;PPN;12,00%;07/07/2025;60164;07/07/2025;2.100,00;451.500,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250354;SCJP0011;RC230582;DEN-FD010-O;DRAIN BOLT;W080201104;500;PC;345;IDR;Yes;PPN;12,00%;07/07/2025;60137;07/07/2025;50;17.250,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250354;SCJP0011;RC230582;DEN-FD011-O;DRAIN JOINT B;DE2250002;200;PC;679;IDR;Yes;PPN;12,00%;07/07/2025;60137;07/07/2025;90;61.110,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250354;SCJP0011;RC230582;DEN-FO001-O;OIL DRAIN PIPE;W1502025004C;200;PC;378;IDR;Yes;PPN;12,00%;07/07/2025;60137;07/07/2025;60;22.680,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250277;SCJP0011;RC230586;KBT-FA009-2-O;PLATE ASSY CAP FUEL TANK;1T251-41031;6.800,00;PC;603;IDR;Yes;PPN;12,00%;07/07/2025;60132;07/07/2025;800;482.400,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250413;SCJP0011;RC230589;AHM-FC196-O;COLLAR FRONT FENDER KPH;81312-KPH -9002;36.000,00;PC;12;IDR;Yes;PPN;12,00%;07/07/2025;60133;07/07/2025;6.000,00;69.000,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250277;SCJP0011;RC230714;SIM-FE004-O;END PLATE;HGE22-351-00-IN;13.200,00;PC;151;IDR;Yes;PPN;12,00%;09/07/2025;60251;09/07/2025;2.400,00;362.400,00
SCJP0011;HITOTSU MULTI PLATINDO, PT;SC250354;SCJP0011;RC230712;AHM-FF005-O;FIN, DRIVE FACE;22113-KVY-9000;3.000,00;PC;1.781;IDR;Yes;PPN;12,00%;09/07/2025;60253;09/07/2025;150;267.150,00
